date,forecasted_wind_speed
2021-11-09,41.24461292228015
2021-11-10,41.921281657525554
2021-11-11,42.496700361936895
2021-11-12,42.986941911761875
2021-11-13,43.428301892054535
2021-11-14,43.83333194973301
2021-11-15,44.209056478508856
2021-11-16,44.55930330501287
2021-11-17,44.88656309748113
2021-11-18,45.192676274576336
